COUNTY,PREC_y,PREC_x
Gwinnett,"GWINNETT, PINCKNEYVILLE S","GWINNETT, PINCKNEYVILLE S"
Gwinnett,"GWINNETT, PINCKNEYVILLE T","GWINNETT, PINCKNEYVILLE T"
Gwinnett,"GWINNETT, PINCKNEYVILLE U","GWINNETT, PINCKNEYVILLE U"
Gwinnett,"GWINNETT, PINCKNEYVILLE V","GWINNETT, PINCKNEYVILLE V"
Gwinnett,"GWINNETT, PINCKNEYVILLE W","GWINNETT, PINCKNEYVILLE W"
Gwinnett,"GWINNETT, PINCKNEYVILLE X","GWINNETT, PINCKNEYVILLE X"
Gwinnett,"GWINNETT, PINCKNEYVILLE Y","GWINNETT, PINCKNEYVILLE Y"
Gwinnett,"GWINNETT, PINCKNEYVILLE Z","GWINNETT, PINCKNEYVILLE Z"
Gwinnett,"GWINNETT, PUCKETTS A","GWINNETT, PUCKETTS A"
Gwinnett,"GWINNETT, PUCKETTS B","GWINNETT, PUCKETTS B"
Gwinnett,"GWINNETT, PUCKETTS C","GWINNETT, PUCKETTS C"
Gwinnett,"GWINNETT, PUCKETTS D","GWINNETT, PUCKETTS D"
Gwinnett,"GWINNETT, PUCKETTS E","GWINNETT, PUCKETTS E"
Gwinnett,"GWINNETT, ROCKBRIDGE A","GWINNETT, ROCKBRIDGE A"
Gwinnett,"GWINNETT, ROCKBRIDGE B","GWINNETT, ROCKBRIDGE B"
Gwinnett,"GWINNETT, ROCKBRIDGE C","GWINNETT, ROCKBRIDGE C"
Gwinnett,"GWINNETT, ROCKBRIDGE D","GWINNETT, ROCKBRIDGE D"
Gwinnett,"GWINNETT, ROCKBRIDGE E","GWINNETT, ROCKBRIDGE E"
Gwinnett,"GWINNETT, ROCKBRIDGE F","GWINNETT, ROCKBRIDGE F"
Gwinnett,"GWINNETT, ROCKBRIDGE G","GWINNETT, ROCKBRIDGE G"
Gwinnett,"GWINNETT, ROCKYCREEK A","GWINNETT, ROCKYCREEK A"
Gwinnett,"GWINNETT, ROCKYCREEK B","GWINNETT, ROCKYCREEK B"
Gwinnett,"GWINNETT, ROCKYCREEK C","GWINNETT, ROCKYCREEK C"
Gwinnett,"GWINNETT, SUGAR HILL A","GWINNETT, SUGAR HILL A"
Gwinnett,"GWINNETT, SUGAR HILL B","GWINNETT, SUGAR HILL B"
Gwinnett,"GWINNETT, SUGAR HILL C","GWINNETT, SUGAR HILL C"
Gwinnett,"GWINNETT, SUGAR HILL D","GWINNETT, SUGAR HILL D"
Gwinnett,"GWINNETT, SUGAR HILL E","GWINNETT, SUGAR HILL E"
Gwinnett,"GWINNETT, SUGAR HILL F","GWINNETT, SUGAR HILL F"
Gwinnett,"GWINNETT, SUGAR HILL G","GWINNETT, SUGAR HILL G"
Gwinnett,"GWINNETT, SUWANEE A","GWINNETT, SUWANEE A"
Gwinnett,"GWINNETT, SUWANEE B","GWINNETT, SUWANEE B"
Gwinnett,"GWINNETT, SUWANEE C","GWINNETT, SUWANEE C"
Gwinnett,"GWINNETT, SUWANEE D","GWINNETT, SUWANEE D"
Gwinnett,"GWINNETT, SUWANEE E","GWINNETT, SUWANEE E"
Gwinnett,"GWINNETT, SUWANEE F","GWINNETT, SUWANEE F"
Gwinnett,"GWINNETT, SUWANEE G","GWINNETT, SUWANEE G"
Gwinnett,"GWINNETT, SUWANEE H","GWINNETT, SUWANEE H"
Habersham,"HABERSHAM, AMYS CREEK","HABERSHAM, AMYS CREEK"
Habersham,"HABERSHAM, CITY OF BALDWIN","HABERSHAM, CITY OF BALDWIN"
Habersham,"HABERSHAM, DEMOREST","HABERSHAM, DEMOREST"
Habersham,"HABERSHAM, HABERSHAM NORTH","HABERSHAM, HABERSHAM NORTH"
Habersham,"HABERSHAM, HABERSHAM SOUTH","HABERSHAM, HABERSHAM SOUTH"
Habersham,"HABERSHAM, MUD CREEK","HABERSHAM, MUD CREEK"
Habersham,"HABERSHAM, TOWN OF MOUNT AIRY","HABERSHAM, TOWN OF MOUNT AIRY"
Hall,"HALL, 01-WILSON","HALL, WILSON"
Hall,"HALL, 02-CHICOPEE","HALL, CHICOPEE"
Hall,"HALL, 03-OAKWOOD I","HALL, OAKWOOD I"
Hall,"HALL, 04-OAKWOOD II","HALL, OAKWOOD II"
Hall,"HALL, 05-FLOWERY BRANCH I","HALL, FLOWERY BRANCH I"
Hall,"HALL, 06-FLOWERY BRANCH II","HALL, FLOWERY BRANCH II"
Hall,"HALL, 07-ROBERTS","HALL, ROBERTS"
Hall,"HALL, 08-MORGAN I","HALL, MORGAN I"
Hall,"HALL, 09-MORGAN II","HALL, MORGAN II"
Hall,"HALL, 10-CANDLER","HALL, CANDLER"
Hall,"HALL, 11-TADMORE","HALL, TADMORE"
Hall,"HALL, 12-GLADE","HALL, GLADE"
Hall,"HALL, 13-LULA","HALL, LULA"
Hall,"HALL, 14-CLERMONT","HALL, CLERMONT"
Hall,"HALL, 15-QUILLIANS","HALL, QUILLIANS"
Hall,"HALL, 16-BARK CAMP","HALL, BARK CAMP"
Hall,"HALL, 17-CHESTATEE","HALL, CHESTATEE"
Hall,"HALL, 18-FORK","HALL, FORK"
Hall,"HALL, 19-WHELCHEL","HALL, WHELCHEL"
Hall,"HALL, 20-WEST WHELCHEL","HALL, WEST WHELCHEL"
Hall,"HALL, 21-GAINESVILLE I","HALL, GAINESVILLE I"
Hall,"HALL, 22-GAINESVILLE II","HALL, GAINESVILLE II"
Hall,"HALL, 23-GAINESVILLE III","HALL, GAINESVILLE III"
Hall,"HALL, 24-GAINESVILLE IV","HALL, GAINESVILLE IV"
Hall,"HALL, 25-GAINESVILLE V","HALL, GAINESVILLE V"
Hall,"HALL, 26-GILLSVILLE","HALL, GILLSVILLE"
Hall,"HALL, 27-BIG HICKORY","HALL, BIG HICKORY"
Hall,"HALL, 28-FRIENDSHIP I","HALL, FRIENDSHIP I"
Hall,"HALL, 29-FRIENDSHIP II","HALL, FRIENDSHIP II"
Hall,"HALL, 30-FRIENDSHIP III","HALL, FRIENDSHIP III"
Hall,"HALL, 31-FRIENDSHIP IV","HALL, FRIENDSHIP IV"
Hancock,"HANCOCK, COURTHOUSE","HANCOCK, COURTHOUSE"
Hancock,"HANCOCK, DEVEREUX FIRE","HANCOCK, DEVEREUX FIRE STATION"
Hancock,"HANCOCK, MAYFIELD","HANCOCK, MAYFIELD COMMUNITY CENTER"
Hancock,"HANCOCK, POWER OF GOD","HANCOCK, POWER OF GOD"
Hancock,"HANCOCK, SECOND BEULAH","HANCOCK, SECOND BEULAH"
Hancock,"HANCOCK, SECOND DARRIEN","HANCOCK, SECOND DARRIEN"
Hancock,"HANCOCK, SPARTA 4C","HANCOCK, SPARTA 4C"
Hancock,"HANCOCK, ST. MARK","HANCOCK, ST. MARK"
Hancock,"HANCOCK, WARREN CHAPEL","HANCOCK, WARREN CHAPEL"
Hancock,"HANCOCK, YOUTH CENTER","HANCOCK, YOUTH CENTER"
Haralson,"HARALSON, BEREA-STEADMAN","HARALSON, BEREA-STEADMAN"
Haralson,"HARALSON, BREMEN","HARALSON, BREMEN"
Haralson,"HARALSON, BUCHANAN","HARALSON, BUCHANAN"
Haralson,"HARALSON, BUNCOMBE","HARALSON, BUNCOMBE"
Haralson,"HARALSON, CORINTH","HARALSON, CORINTH"
Haralson,"HARALSON, FELTON","HARALSON, FELTON"
Haralson,"HARALSON, LITTLE CREEK","HARALSON, LITTLE CREEK"
Haralson,"HARALSON, MT VIEW","HARALSON, MT VIEW"
Haralson,"HARALSON, SEVENTH","HARALSON, SEVENTH"
Haralson,"HARALSON, TALLAPOOSA","HARALSON, TALLAPOOSA"
Haralson,"HARALSON, TWENTIETH","HARALSON, TWENTIETH"
Haralson,"HARALSON, WACO","HARALSON, WACO"
Harris,"HARRIS, CATAULA","HARRIS, CATAULA"
Harris,"HARRIS, ELLERSLIE","HARRIS, ELLERSLIE"
Harris,"HARRIS, GOODMAN","HARRIS, GOODMAN"
Harris,"HARRIS, HAMILTON","HARRIS, HAMILTON"
Harris,"HARRIS, LOWER 19TH","HARRIS, LOWER 19TH"
Harris,"HARRIS, MULBERRY GROVE","HARRIS, MULBERRY GROVE"
Harris,"HARRIS, PINE MOUNTAIN VALLEY","HARRIS, PINE MOUNTAIN VALLEY"
Harris,"HARRIS, SKINNER","HARRIS, SKINNER"
Harris,"HARRIS, UPPER 19TH","HARRIS, UPPER 19TH"
Harris,"HARRIS, VALLEY PLAINS","HARRIS, VALLEY PLAINS"
Harris,"HARRIS, WAVERLY HALL","HARRIS, WAVERLY HALL"
Harris,"HARRIS, WHITESVILLE","HARRIS, WHITESVILLE"
Hart,"HART, BIO","HART, BIO"
Hart,"HART, BOWERSVILLE","HART, BOWERSVILLE"
Hart,"HART, COKESBURY","HART, COKESBURY"
Hart,"HART, GOLDMINE","HART, GOLDMINE"
Hart,"HART, HARTWELL","HART, HARTWELL"
Hart,"HART, REED CREEK","HART, REED CREEK"
Hart,"HART, SHOAL CREEK","HART, SHOAL CREEK"
Heard,"HEARD, CENTRALHATCHEE","HEARD, CENTRALHATCHEE"
Heard,"HEARD, COOKSVILLE - CORINTH","HEARD, COOKSVILLE - CORINTH"
Heard,"HEARD, ENON GROVE","HEARD, ENON GROVE"
Heard,"HEARD, EPHESUS","HEARD, EPHESUS"
Heard,"HEARD, FRANKLIN","HEARD, FRANKLIN"
Heard,"HEARD, SOUTHWEST","HEARD, SOUTHWEST"
Henry,"HENRY, AUSTIN ROAD","HENRY, AUSTIN ROAD"
Henry,"HENRY, COTTON INDIAN","HENRY, COTTON INDIAN"
Henry,"HENRY, DUTCHTOWN","HENRY, DUTCHTOWN"
Henry,"HENRY, EAST LAKE","HENRY, EAST LAKE"
Henry,"HENRY, ELLENWOOD","HENRY, ELLENWOOD"
Henry,"HENRY, FLIPPEN","HENRY, FLIPPEN"
Henry,"HENRY, GROVE PARK","HENRY, GROVE PARK"
Henry,"HENRY, HICKORY FLAT","HENRY, HICKORY FLAT"
Henry,"HENRY, KELLEYTOWN","HENRY, KELLEYTOWN"
Henry,"HENRY, LAKE DOW","HENRY, LAKE DOW"
Henry,"HENRY, LAKE HAVEN","HENRY, LAKE HAVEN"
Henry,"HENRY, LIGHTHOUSE","HENRY, LIGHTHOUSE"
Henry,"HENRY, LOCUST GROVE","HENRY, LOCUST GROVE"
Henry,"HENRY, LOWES","HENRY, LOWES"
Henry,"HENRY, MCDONOUGH","HENRY, MCDONOUGH"
Henry,"HENRY, MCDONOUGH CENTRAL","HENRY, MCDONOUGH CENTRAL"
Henry,"HENRY, MCMULLEN","HENRY, MCMULLEN"
Henry,"HENRY, MT. BETHEL","HENRY, MT. BETHEL"
Henry,"HENRY, MT. CARMEL","HENRY, MOUNT CARMEL"
Henry,"HENRY, NORTH HAMPTON","HENRY, NORTH HAMPTON"
Henry,"HENRY, OAKLAND","HENRY, OAKLAND"
Henry,"HENRY, PATES CREEK","HENRY, PATES CREEK"
Henry,"HENRY, PLEASANT GROVE","HENRY, PLEASANT GROVE"
Henry,"HENRY, RED OAK","HENRY, RED OAK"
Henry,"HENRY, SANDY RIDGE","HENRY, SANDY RIDGE"
Henry,"HENRY, SHAKERAG","HENRY, SHAKERAG"
Henry,"HENRY, SHILOH","HENRY, SHILOH"
Henry,"HENRY, SOUTH HAMPTON","HENRY, SOUTH HAMPTON"
Henry,"HENRY, STAGECOACH","HENRY, STAGECOACH"
Henry,"HENRY, STOCKBRIDGE CENTRAL","HENRY, STOCKBRIDGE CENTRAL"
Henry,"HENRY, STOCKBRIDGE EAST-WEST","HENRY, STOCKBRIDGE EAST-WEST"
Henry,"HENRY, SWAN LAKE","HENRY, SWAN LAKE"
Henry,"HENRY, TIMBERRIDGE","HENRY, TIMBERRIDGE"
Henry,"HENRY, TUSSAHAW","HENRY, TUSSAHAW"
Henry,"HENRY, UNITY GROVE","HENRY, UNITY GROVE"
Henry,"HENRY, WESLEY LAKES","HENRY, WESLEY LAKES"
Henry,"HENRY, WESTSIDE","HENRY, WESTSIDE"
Houston,"HOUSTON, ANNX","HOUSTON, ANNX"
Houston,"HOUSTON, BMS","HOUSTON, BMS"
Houston,"HOUSTON, CENT","HOUSTON, CENT"
Houston,"HOUSTON, CGTC","HOUSTON, CGTC"
Houston,"HOUSTON, FMMS","HOUSTON, FMMS"
Houston,"HOUSTON, HAFS","HOUSTON, HAFS"
Houston,"HOUSTON, HCTC","HOUSTON, HCTC"
Houston,"HOUSTON, HEFS","HOUSTON, HEFS"
Houston,"HOUSTON, HHPC","HOUSTON, HHPC"
Houston,"HOUSTON, MCMS","HOUSTON, MCMS"
Houston,"HOUSTON, NSES","HOUSTON, NSES"
Houston,"HOUSTON, RECR","HOUSTON, RECR"
Houston,"HOUSTON, ROZR","HOUSTON, ROZR"
Houston,"HOUSTON, TMS","HOUSTON, TMS"
Houston,"HOUSTON, TWPK","HOUSTON, TWPK"
Houston,"HOUSTON, VHS","HOUSTON, VHS"
Irwin,"IRWIN, HOLT","IRWIN, HOLT"
Irwin,"IRWIN, IRWINVILLE","IRWIN, IRWINVILLE"
Irwin,"IRWIN, OCILLA","IRWIN, OCILLA"
Jackson,"JACKSON, CENTRAL JACKSON","JACKSON, CENTRAL JACKSON"
Jackson,"JACKSON, NORTH JACKSON","JACKSON, NORTH JACKSON"
Jackson,"JACKSON, SOUTH JACKSON","JACKSON, SOUTH JACKSON"
Jackson,"JACKSON, WEST JACKSON","JACKSON, WEST JACKSON"
Jasper,"JASPER, MARTIN & BURNEY","JASPER, MARTIN & BURNEY"
Jasper,"JASPER, MONTICELLO","JASPER, MONTICELLO"
Jasper,"JASPER, WYATT","JASPER, WYATT"
Jeff Davis,"JEFF DAVIS, ALTAMAHA 1","JEFF DAVIS, ALTAMAHA 1"
Jeff Davis,"JEFF DAVIS, ALTAMAHA 2","JEFF DAVIS, ALTAMAHA 2"
Jeff Davis,"JEFF DAVIS, BLACKBURN 1","JEFF DAVIS, BLACKBURN 1"
Jeff Davis,"JEFF DAVIS, BLACKBURN 2","JEFF DAVIS, BLACKBURN 2"
Jeff Davis,"JEFF DAVIS, HAZELHURST","JEFF DAVIS, HAZLEHURST"
Jeff Davis,"JEFF DAVIS, OCMULGEE 1","JEFF DAVIS, OCMULGEE 1"
Jeff Davis,"JEFF DAVIS, OCMULGEE 2","JEFF DAVIS, OCMULGEE 2"
Jeff Davis,"JEFF DAVIS, WHITEHEAD 1","JEFF DAVIS, WHITEHEAD 1"
Jeff Davis,"JEFF DAVIS, WHITEHEAD 2","JEFF DAVIS, WHITEHEAD 2"
Jefferson,"JEFFERSON, AVERA","JEFFERSON, AVERA"
Jefferson,"JEFFERSON, BARTOW","JEFFERSON, BARTOW"
Jefferson,"JEFFERSON, LOUISVILLE","JEFFERSON, LOUISVILLE"
Jefferson,"JEFFERSON, MATTHEWS","JEFFERSON, MATTHEWS"
Jefferson,"JEFFERSON, STAPLETON","JEFFERSON, STAPLETON"
Jefferson,"JEFFERSON, STAPLETON CROSSROADS","JEFFERSON, STAPLETON CROSSROADS"
Jefferson,"JEFFERSON, WADLEY","JEFFERSON, WADLEY"
Jefferson,"JEFFERSON, WRENS","JEFFERSON, WRENS"
Jenkins,"JENKINS, COURT HOUSE","JENKINS, COURT HOUSE"
Jenkins,"JENKINS, FOUR POINTS","JENKINS, FOUR POINTS"
Jenkins,"JENKINS, JENKINS CO","JENKINS, JENKINS CO PRIM/ELEM"
Jenkins,"JENKINS, PERKINS","JENKINS, PERKINS"
Jenkins,"JENKINS, SENIOR CITIZENS BLD","JENKINS, SENIOR CITIZENS BLD"
Johnson,"JOHNSON, BRAY","JOHNSON, BRAY"
Johnson,"JOHNSON, KITE","JOHNSON, KITE"
Johnson,"JOHNSON, SMITH","JOHNSON, SMITH"
Johnson,"JOHNSON, WRIGHTSVILLE","JOHNSON, WRIGHTSVILLE"
Jones,"JONES, BARRON","JONES, BARRON"
Jones,"JONES, CLINTON","JONES, CLINTON"
Jones,"JONES, DAVIDSON","JONES, DAVIDSON"
Jones,"JONES, ETHRIDGE","JONES, ETHRIDGE"
Jones,"JONES, FINNEY","JONES, FINNEY"
Jones,"JONES, GRAY","JONES, GRAY"
Jones,"JONES, HAWKINS","JONES, HAWKINS"
Jones,"JONES, POPE","JONES, POPE"
Jones,"JONES, ROBERTS","JONES, ROBERTS"
Jones,"JONES, SANDERS","JONES, SANDERS"
Lamar,"LAMAR, BARNESVILLE FBC","LAMAR, BARNESVILLE FBC"
Lamar,"LAMAR, CHAPPELL MILL V. FD","LAMAR, CHAPPELL MILL V. FD"
Lamar,"LAMAR, L C S C","LAMAR, L C S C"
Lamar,"LAMAR, MILNER","LAMAR, MILNER"
Lamar,"LAMAR, REDBONE","LAMAR, REDBONE"
Lamar,"LAMAR, SENIOR CITIZEN BLDG","LAMAR, SENIOR CITIZEN BLDG"
Lanier,"LANIER, LAKELAND","LANIER, LAKELAND"
Laurens,"LAURENS, BREWTON","LAURENS, BREWTON"
Laurens,"LAURENS, BUCKEYE","LAURENS, BUCKEYE"
Laurens,"LAURENS, BURCH","LAURENS, BURCH"
Laurens,"LAURENS, CADWELL","LAURENS, CADWELL"
Laurens,"LAURENS, CALHOUN PARK","LAURENS, CALHOUN PARK"
Laurens,"LAURENS, DUDLEY","LAURENS, DUDLEY"
Laurens,"LAURENS, FAMILY LIFE CENTER","LAURENS, FBC - FLC"
Laurens,"LAURENS, FIRE DEPT STA #5","LAURENS, FIRE DEPT STA #5"
Laurens,"LAURENS, HAMPTON MILL","LAURENS, HAMPTON MILL"
Laurens,"LAURENS, HARVARD","LAURENS, HARVARD"
Laurens,"LAURENS, LCFS 10 (VALAMBROSIA)","LAURENS, LCFS #10 (VALAMBROSIA)"
Laurens,"LAURENS, MINTER","LAURENS, MINTER"
Laurens,"LAURENS, REEDY SPRINGS","LAURENS, REEDY SPRINGS"
Laurens,"LAURENS, RURAL FIRE STA #17","LAURENS, RURAL FIRE STA #17"
Laurens,"LAURENS, SMITH","LAURENS, SMITH"
Laurens,"LAURENS, W T ADAMS FIRESTATION","LAURENS, W T ADAMS FIRE STA #18"
Lee,"LEE, CENTURY FIRE STATION","LEE, #9 CENTURY FIRE STAT"
Lee,"LEE, CHOKEE","LEE, #1 CHOKEE"
Lee,"LEE, CJC","LEE, #3 CJC"
Lee,"LEE, FIRST BAPTIST","LEE, #6 FIRST BAPTIST"
Lee,"LEE, FRIENDSHIP BAPT","LEE, #5 FRIENDSHIP BAPT."
Lee,"LEE, LEESBURG","LEE, #4 LEESBURG"
Lee,"LEE, REDBONE","LEE, #10 REDBONE"
Lee,"LEE, SDA CHURCH","LEE, #7 SDA CHURCH"
Lee,"LEE, SMITHVILLE","LEE, #2 SMITHVILLE"
Lee,"LEE, SOVEREIGN GRACE","LEE, #8 SOVEREIGN GRACE"
Liberty,"LIBERTY, BUTTON GWINNETT","LIBERTY, BUTTON GWINNETT"
Liberty,"LIBERTY, FLEMING EAST","LIBERTY, FLEMING EAST"
Liberty,"LIBERTY, FLEMING WEST","LIBERTY, FLEMING WEST"
Liberty,"LIBERTY, GUM BRANCH","LIBERTY, GUM BRANCH"
Liberty,"LIBERTY, HINESVILLE","LIBERTY, HINESVILLE"
Liberty,"LIBERTY, HINESVILLE LODGE 271","LIBERTY, HINESVILLE LODGE 271"
Liberty,"LIBERTY, LEWIS FRASIER SCHOOL","LIBERTY, LEWIS FRASIER SCHOOL"
Liberty,"LIBERTY, LIBERTY COUNTY COMPLEX","LIBERTY, LIBERTY COUNTY COMPLEX"
Liberty,"LIBERTY, LYMAN HALL SCHOOL","LIBERTY, LYMAN HALL SCHOOL"
Liberty,"LIBERTY, MEMORIAL DR. EAST","LIBERTY, MEMORIAL DR. EAST"
Liberty,"LIBERTY, RICEBORO YOUTH CENTER","LIBERTY, RICEBORO YOUTH CENTER"
Liberty,"LIBERTY, TOWN OF ALLENHURST","LIBERTY, TOWN OF ALLENHURST"
Liberty,"LIBERTY, WALTHOURVILLE CITY HALL","LIBERTY, WALTHOURVILLE"
Lincoln,"LINCOLN, BETHANY CHURCH","LINCOLN, BETHANY CHURCH"
Lincoln,"LINCOLN, FAITH TEMPLE OF LINC","LINCOLN, FAITH TEMPLE OF LINC"
Lincoln,"LINCOLN, LINCOLN CENTER","LINCOLN, LINCOLN CENTER"
Lincoln,"LINCOLN, LINCOLN CLUB HOUSE","LINCOLN, LINCOLN CLUB HOUSE"
Lincoln,"LINCOLN, MARTINS CROSSROAD","LINCOLN, MARTINS CROSSROAD"
Lincoln,"LINCOLN, MIDWAY","LINCOLN, MIDWAY"
Lincoln,"LINCOLN, TABERNACLE","LINCOLN, TABERNACLE"
Long,"LONG, ALMA FLOURNOY","LONG, ALMA FLOURNOY"
Long,"LONG, BEARDS CREEK","LONG, BEARDS CREEK"
Long,"LONG, FAITH BAPTIST ANNEX","LONG, FAITH BAPTIST ANNEX"
Long,"LONG, NORTH LUDOWICI","LONG, NORTH LUDOWICI"
Long,"LONG, RYE PATCH/OAK DALE","LONG, RYE PATCH/OAK DALE"
Long,"LONG, SOUTH LUDOWICI","LONG, SOUTH LUDOWICI"
Long,"LONG, TIBET","LONG, TIBET"
Lowndes,"LOWNDES, CLYATT","LOWNDES, CLYATTVILLE"
Lowndes,"LOWNDES, DASHER","LOWNDES, DASHER"
Lowndes,"LOWNDES, HAHIRA","LOWNDES, HAHIRA"
Lowndes,"LOWNDES, MILDRED","LOWNDES, MILDRED"
Lowndes,"LOWNDES, NAYLOR","LOWNDES, NAYLOR"
Lowndes,"LOWNDES, NORTHSIDE","LOWNDES, NORTHSIDE"
Lowndes,"LOWNDES, RAINWATER","LOWNDES, RAINWATER"
Lowndes,"LOWNDES, S LOWNDES","LOWNDES, S LOWNDES"
Lowndes,"LOWNDES, TRINITY","LOWNDES, TRINITY"
Lumpkin,"LUMPKIN, DAHLONEGA","LUMPKIN, DAHLONEGA"
Macon,"MACON, IDEAL","MACON, IDEAL"
Macon,"MACON, MARSHALLVILLE","MACON, MARSHALLVILLE"
Macon,"MACON, MONTEZUMA 4","MACON, MONTEZUMA #4"
Macon,"MACON, MONTEZUMA 5","MACON, MONTEZUMA #5"
Macon,"MACON, OGLETHORPE","MACON, OGLETHORPE"
Madison,"MADISON, COLBERT","MADISON, COLBERT"
Madison,"MADISON, COLLINS","MADISON, COLLINS"
Madison,"MADISON, COMER","MADISON, COMER"
Madison,"MADISON, DANIELSVILLE","MADISON, DANIELSVILLE"
Madison,"MADISON, FORK","MADISON, FORK"
Madison,"MADISON, HARRISON","MADISON, HARRISON"
Madison,"MADISON, HULL","MADISON, HULL"
Madison,"MADISON, ILA","MADISON, ILA"
Madison,"MADISON, MILL","MADISON, MILL"
Madison,"MADISON, PAOLI","MADISON, PAOLI"
Madison,"MADISON, PITTMAN","MADISON, PITTMAN"
Madison,"MADISON, POCA","MADISON, POCA"
Marion,"MARION, BRANTLEY","MARION, BRANTLEY"
Marion,"MARION, BUENA VISTA","MARION, BUENA VISTA"
Marion,"MARION, FT. PERRY","MARION, FORT PERRY"
Marion,"MARION, PINEKNOT","MARION, PINEKNOT"
Marion,"MARION, TAZEWELL","MARION, TAZEWELL"
McDuffie,"MCDUFFIE, 131 - QUEEN OF ANGELS","MCDUFFIE, 131"
McDuffie,"MCDUFFIE, 132 - AUGUSTA TECH","MCDUFFIE, 132"
McDuffie,"MCDUFFIE, 133A - FORT CREEK","MCDUFFIE, 133A"
McDuffie,"MCDUFFIE, 133B - DEARING GYM","MCDUFFIE, 133B"
McDuffie,"MCDUFFIE, 134 - VANDERHORST","MCDUFFIE, 134"
McDuffie,"MCDUFFIE, 135 - SWEETWATER","MCDUFFIE, 135"
McDuffie,"MCDUFFIE, 136 - THOMSON DEPOT","MCDUFFIE, 136"
McDuffie,"MCDUFFIE, 137 - MARSHALL CHURCH","MCDUFFIE, 137"
McDuffie,"MCDUFFIE, 139 - WHITEOAK","MCDUFFIE, 139"
McIntosh,"MCINTOSH, CRESCENT","MCINTOSH, CRESCENT"
McIntosh,"MCINTOSH, DARIEN","MCINTOSH, DARIEN"
McIntosh,"MCINTOSH, NORTH DARIEN","MCINTOSH, NORTH DARIEN"
McIntosh,"MCINTOSH, SAPELO ISLAND","MCINTOSH, SAPELO ISLAND"
McIntosh,"MCINTOSH, SOUTH NEWPORT","MCINTOSH, SOUTH NEWPORT"
McIntosh,"MCINTOSH, TOWNSEND","MCINTOSH, TOWNSEND"
Meriwether,"MERIWETHER, ALVATON","MERIWETHER, UPPER 9TH -ALVATON"
Meriwether,"MERIWETHER, CHALYBEATE","MERIWETHER, CHALYBEATE"
Meriwether,"MERIWETHER, COVE","MERIWETHER, COVE"
Meriwether,"MERIWETHER, DURAND","MERIWETHER, THIRD-DURAND"
Meriwether,"MERIWETHER, GAY","MERIWETHER, MIDDLE 9TH-GAY"
Meriwether,"MERIWETHER, GREENVILLE","MERIWETHER, 8TH-GREENVILLE"
Meriwether,"MERIWETHER, LONE OAK","MERIWETHER, LONE OAK"
Meriwether,"MERIWETHER, LUTHERSVILLE","MERIWETHER, LUTHERSVILLE"
Meriwether,"MERIWETHER, MANCHESTER GILL I","MERIWETHER, GILL I"
Meriwether,"MERIWETHER, MANCHESTER GILL II","MERIWETHER, GILL II"
Meriwether,"MERIWETHER, ODESSADALE","MERIWETHER, 7TH-ODESSADALE"
Meriwether,"MERIWETHER, RALEIGH","MERIWETHER, RALEIGH"
Meriwether,"MERIWETHER, WARM SPRINGS","MERIWETHER, 2ND-WARM SPRINGS"
Meriwether,"MERIWETHER, WOODBURY","MERIWETHER, LOWER 9TH-WOODBURY"
Miller,"MILLER, COLQUITT-MILLER","MILLER, COLQUITT-MILLER"
Mitchell,"MITCHELL, BACONTON","MITCHELL, BACONTON"
Mitchell,"MITCHELL, BRANCHVILLE","MITCHELL, BRANCHVILLE"
Mitchell,"MITCHELL, CAMILLA NORTH","MITCHELL, CAMILLA NORTH"
Mitchell,"MITCHELL, CAMILLA SOUTH","MITCHELL, CAMILLA SOUTH"
Mitchell,"MITCHELL, COTTON","MITCHELL, COTTON"
Mitchell,"MITCHELL, HINSONTON","MITCHELL, HINSONTON"
Mitchell,"MITCHELL, HOPEFUL","MITCHELL, HOPEFUL"
Mitchell,"MITCHELL, LESTER","MITCHELL, LESTER"
Mitchell,"MITCHELL, PEBBLE CITY","MITCHELL, PEBBLE CITY"
Mitchell,"MITCHELL, PELHAM","MITCHELL, PELHAM"
Mitchell,"MITCHELL, SALE CITY","MITCHELL, SALE CITY"
Monroe,"MONROE, BENTONS","MONROE, BENTONS"
Monroe,"MONROE, BRANTLEYS","MONROE, BRANTLEYS"
Monroe,"MONROE, BURGAYS","MONROE, BURGAYS"
Monroe,"MONROE, CABANISS","MONROE, CABANISS"
Monroe,"MONROE, COX","MONROE, COX"
Monroe,"MONROE, CULLODEN","MONROE, CULLODEN"
Monroe,"MONROE, DILLARDS","MONROE, DILLARDS"
Monroe,"MONROE, EVERS","MONROE, EVERS"
Monroe,"MONROE, FORSYTH","MONROE, FORSYTH"
Monroe,"MONROE, HIGH FALLS","MONROE, HIGH FALLS"
Monroe,"MONROE, KELSEYS","MONROE, KELSEYS"
Monroe,"MONROE, MIDDLEBROOKS","MONROE, MIDDLEBROOKS"
Monroe,"MONROE, PROCTORS","MONROE, PROCTORS"
Monroe,"MONROE, RUSSELLVILLE","MONROE, RUSSELLVILLE"
Montgomery,"MONTGOMERY, AILEY","MONTGOMERY, AILEY"
Montgomery,"MONTGOMERY, ALSTON","MONTGOMERY, ALSTON"
Montgomery,"MONTGOMERY, HIGGSTON","MONTGOMERY, HIGGSTON"
Montgomery,"MONTGOMERY, KIBBEE","MONTGOMERY, KIBBEE"
Montgomery,"MONTGOMERY, MOUNT VERNON","MONTGOMERY, MOUNT VERNON"
