county,precinct,PRES20D,PRES20L,PRES20R,PREC
Hancock,Courthouse,470,5,146,"HANCOCK, COURTHOUSE"
Hancock,Devereux Fire Station,382,3,408,"HANCOCK, DEVEREUX FIRE STATION"
Hancock,Mayfield Community Center,197,0,37,"HANCOCK, MAYFIELD COMMUNITY CENTER"
Hancock,Power of God,381,5,96,"HANCOCK, POWER OF GOD"
Hancock,Second Beulah,315,0,48,"HANCOCK, SECOND BEULAH"
Hancock,Second Darrien,192,2,93,"HANCOCK, SECOND DARRIEN"
Hancock,Sparta 4C,84,2,26,"HANCOCK, SPARTA 4C"
Hancock,St Mark,315,2,60,"HANCOCK, ST MARK"
Hancock,Warren Chapel,88,1,130,"HANCOCK, WARREN CHAPEL"
Hancock,Youth Center,561,1,115,"HANCOCK, YOUTH CENTER"
Haralson,Berea-Steadman,38,2,434,"HARALSON, BEREA-STEADMAN"
Haralson,Bremen,760,52,3798,"HARALSON, BREMEN"
Haralson,Buchanan,183,14,1452,"HARALSON, BUCHANAN"
Haralson,Buncombe,62,5,637,"HARALSON, BUNCOMBE"
Haralson,Corinth,90,13,1050,"HARALSON, CORINTH"
Haralson,Felton,12,0,209,"HARALSON, FELTON"
Haralson,Little Creek,36,3,500,"HARALSON, LITTLE CREEK"
Haralson,Mt View,18,0,231,"HARALSON, MT VIEW"
Haralson,Seventh,168,11,1104,"HARALSON, SEVENTH"
Haralson,Tallapoosa,300,20,1715,"HARALSON, TALLAPOOSA"
Haralson,Twentieth,46,1,493,"HARALSON, TWENTIETH"
Haralson,Waco,79,4,708,"HARALSON, WACO"
Harris,Cataula,580,28,1696,"HARRIS, CATAULA"
Harris,Ellerslie,1018,36,2326,"HARRIS, ELLERSLIE"
Harris,Goodman,452,12,730,"HARRIS, GOODMAN"
Harris,Hamilton,718,30,1342,"HARRIS, HAMILTON"
Harris,Lower 19th,458,23,1556,"HARRIS, LOWER 19TH"
Harris,Mulberry Grove,424,27,1842,"HARRIS, MULBERRY GROVE"
Harris,Pine Mountain Valley,149,6,704,"HARRIS, PINE MOUNTAIN VALLEY"
Harris,Skinner,255,6,429,"HARRIS, SKINNER"
Harris,Upper 19th,210,10,1082,"HARRIS, UPPER 19TH"
Harris,Valley Plains,179,2,422,"HARRIS, VALLEY PLAINS"
Harris,Waverly Hall,731,17,1392,"HARRIS, WAVERLY HALL"
Harris,Whitesville,283,18,798,"HARRIS, WHITESVILLE"
Hart,Bio,269,6,802,"HART, BIO"
Hart,Bowersville,180,9,816,"HART, BOWERSVILLE"
Hart,Cokesbury,345,5,499,"HART, COKESBURY"
Hart,Goldmine,272,10,1118,"HART, GOLDMINE"
Hart,Hartwell,1451,45,3258,"HART, HARTWELL"
Hart,Reed Creek,453,17,1912,"HART, REED CREEK"
Hart,Shoal Creek,187,14,1059,"HART, SHOAL CREEK"
Heard,Centralhatchee,186,11,1122,"HEARD, CENTRALHATCHEE"
Heard,Cooksville-Corinth,37,4,384,"HEARD, COOKSVILLE-CORINTH"
Heard,Enon Grove,83,8,644,"HEARD, ENON GROVE"
Heard,Ephesus,82,7,852,"HEARD, EPHESUS"
Heard,Franklin,331,20,1139,"HEARD, FRANKLIN"
Heard,Southwest,105,1,375,"HEARD, SOUTHWEST"
Henry,Austin Road,1733,36,773,"HENRY, AUSTIN ROAD"
Henry,Cotton Indian,1958,35,1324,"HENRY, COTTON INDIAN"
Henry,Dutchtown,1068,22,947,"HENRY, DUTCHTOWN"
Henry,East Lake,863,27,1838,"HENRY, EAST LAKE"
Henry,Ellenwood,2685,15,491,"HENRY, ELLENWOOD"
Henry,Flippen,2443,23,948,"HENRY, FLIPPEN"
Henry,Grove Park,1263,34,1471,"HENRY, GROVE PARK"
Henry,Hickory Flat,2636,35,1221,"HENRY, HICKORY FLAT"
Henry,Kelleytown,1111,40,1633,"HENRY, KELLEYTOWN"
Henry,Lake Dow,1589,31,2217,"HENRY, LAKE DOW"
Henry,Lake Haven,1483,40,1584,"HENRY, LAKE HAVEN"
Henry,Lighthouse,1755,30,918,"HENRY, LIGHTHOUSE"
Henry,Locust Grove,3274,66,1504,"HENRY, LOCUST GROVE"
Henry,Lowes,4666,74,2064,"HENRY, LOWES"
Henry,McDonough,1451,17,522,"HENRY, MCDONOUGH"
Henry,McDonough Central,1828,29,1166,"HENRY, MCDONOUGH CENTRAL"
Henry,McMullen,969,51,1898,"HENRY, MCMULLEN"
Henry,Mt Bethel,784,32,1855,"HENRY, MT BETHEL"
Henry,Mt Carmel,3201,31,782,"HENRY, MT CARMEL"
Henry,North Hampton,2956,67,1887,"HENRY, NORTH HAMPTON"
Henry,Oakland,1819,36,1460,"HENRY, OAKLAND"
Henry,Pates Creek,2194,25,1416,"HENRY, PATES CREEK"
Henry,Pleasant Grove,1589,33,1579,"HENRY, PLEASANT GROVE"
Henry,Red Oak,3420,32,618,"HENRY, RED OAK"
Henry,Sandy Ridge,926,37,2666,"HENRY, SANDY RIDGE"
Henry,Shakerag,2567,16,347,"HENRY, SHAKERAG"
Henry,Shiloh,1891,26,702,"HENRY, SHILOH"
Henry,South Hampton,2074,43,1715,"HENRY, SOUTH HAMPTON"
Henry,Stagecoach,1453,19,931,"HENRY, STAGECOACH"
Henry,Stockbridge Central,2034,34,679,"HENRY, STOCKBRIDGE CENTRAL"
Henry,Stockbridge East-West,3662,30,667,"HENRY, STOCKBRIDGE EAST-WEST"
Henry,Swan Lake,1213,40,1299,"HENRY, SWAN LAKE"
Henry,Timberridge,684,15,956,"HENRY, TIMBERRIDGE"
Henry,Tussahaw,423,38,2112,"HENRY, TUSSAHAW"
Henry,Unity Grove,1150,38,2486,"HENRY, UNITY GROVE"
Henry,Wesley Lakes,3288,38,916,"HENRY, WESLEY LAKES"
Henry,Westside,3173,44,595,"HENRY, WESTSIDE"
Houston,ANNX,1221,60,2180,"HOUSTON, ANNX"
Houston,BMS,2685,125,4812,"HOUSTON, BMS"
Houston,CENT,2353,79,3130,"HOUSTON, CENT"
Houston,CGTC,1374,53,2236,"HOUSTON, CGTC"
Houston,FMMS,2983,98,3439,"HOUSTON, FMMS"
Houston,HAFS,299,7,1083,"HOUSTON, HAFS"
Houston,HCTC,2022,63,1909,"HOUSTON, HCTC"
Houston,HEFS,361,11,675,"HOUSTON, HEFS"
Houston,HHPC,3109,93,2821,"HOUSTON, HHPC"
Houston,MCMS,2713,102,4203,"HOUSTON, MCMS"
Houston,NSES,676,18,1120,"HOUSTON, NSES"
Houston,RECR,3878,65,1087,"HOUSTON, RECR"
Houston,ROZR,3554,113,6314,"HOUSTON, ROZR"
Houston,TMS,2098,50,1493,"HOUSTON, TMS"
Houston,TWPK,1328,59,1868,"HOUSTON, TWPK"
Houston,VHS,1578,61,3164,"HOUSTON, VHS"
Irwin,Holt,97,3,430,"IRWIN, HOLT"
Irwin,Irwinville,104,10,1160,"IRWIN, IRWINVILLE"
Irwin,Ocilla,807,13,1544,"IRWIN, OCILLA"
Jackson,Central Jackson,2429,171,9157,"JACKSON, CENTRAL JACKSON"
Jackson,North Jackson,1664,116,6920,"JACKSON, NORTH JACKSON"
Jackson,South Jackson,1266,73,4181,"JACKSON, SOUTH JACKSON"
Jackson,West Jackson,2283,171,9239,"JACKSON, WEST JACKSON"
Jasper,Martin-Burney,311,29,2597,"JASPER, MARTIN-BURNEY"
Jasper,Monticello,1171,20,2161,"JASPER, MONTICELLO"
Jasper,Wyatt,279,12,1064,"JASPER, WYATT"
Jeff Davis,Altamaha 1,68,6,447,"JEFF DAVIS, ALTAMAHA 1"
Jeff Davis,Altamaha 2,43,5,913,"JEFF DAVIS, ALTAMAHA 2"
Jeff Davis,Blackburn 1,111,5,381,"JEFF DAVIS, BLACKBURN 1"
Jeff Davis,Blackburn 2,24,3,493,"JEFF DAVIS, BLACKBURN 2"
Jeff Davis,Hazlehurst,408,10,406,"JEFF DAVIS, HAZLEHURST"
Jeff Davis,Ocmulgee 1,127,11,821,"JEFF DAVIS, OCMULGEE 1"
Jeff Davis,Ocmulgee 2,66,5,280,"JEFF DAVIS, OCMULGEE 2"
Jeff Davis,Whitehead 1,152,3,503,"JEFF DAVIS, WHITEHEAD 1"
Jeff Davis,Whitehead 2,29,0,451,"JEFF DAVIS, WHITEHEAD 2"
Jefferson,Avera,50,0,232,"JEFFERSON, AVERA"
Jefferson,Bartow,169,3,184,"JEFFERSON, BARTOW"
Jefferson,Louisville,1534,13,1078,"JEFFERSON, LOUISVILLE"
Jefferson,Matthews,137,3,322,"JEFFERSON, MATTHEWS"
Jefferson,Stapleton,172,3,280,"JEFFERSON, STAPLETON"
Jefferson,Stapleton Crossroads,117,3,188,"JEFFERSON, STAPLETON CROSSROADS"
Jefferson,Wadley,854,7,371,"JEFFERSON, WADLEY"
Jefferson,Wrens,1028,12,882,"JEFFERSON, WRENS"
Jenkins,Court House,369,6,292,"JENKINS, COURT HOUSE"
Jenkins,Four Points,245,2,488,"JENKINS, FOUR POINTS"
Jenkins,Perkins,162,5,548,"JENKINS, PERKINS"
Jenkins,Primary School,376,9,242,"JENKINS, PRIMARY SCHOOL"
Jenkins,Senior Citizens Center,114,6,591,"JENKINS, SENIOR CITIZENS CENTER"
Johnson,Bray,156,5,460,"JOHNSON, BRAY"
Johnson,Kite,53,4,617,"JOHNSON, KITE"
Johnson,Smith,61,0,522,"JOHNSON, SMITH"
Johnson,Wrightsville,952,19,1251,"JOHNSON, WRIGHTSVILLE"
Jones,Barron,276,5,742,"JONES, BARRON"
Jones,Clinton,468,11,1316,"JONES, CLINTON"
Jones,Davidson,190,7,960,"JONES, DAVIDSON"
Jones,Ethridge,442,9,823,"JONES, ETHRIDGE"
Jones,Finney,545,24,1441,"JONES, FINNEY"
Jones,Gray,511,15,1575,"JONES, GRAY"
Jones,Hawkins,1377,19,868,"JONES, HAWKINS"
Jones,Pope,445,8,921,"JONES, POPE"
Jones,Roberts,604,14,1204,"JONES, ROBERTS"
Jones,Sanders,30,1,115,"JONES, SANDERS"
Lamar,Barnesville,1013,19,482,"LAMAR, BARNESVILLE"
Lamar,Chappell Mill V FD,207,16,975,"LAMAR, CHAPPELL MILL V FD"
Lamar,L C S C,466,19,1546,"LAMAR, L C S C"
Lamar,Milner,527,27,2368,"LAMAR, MILNER"
Lamar,Redbone,80,4,389,"LAMAR, REDBONE"
Lamar,Senior Citizen Bldg,322,9,570,"LAMAR, SENIOR CITIZEN BLDG"
Lanier,Lakeland,1019,48,2509,"LANIER, LAKELAND"
Laurens,Brewton,244,8,926,"LAURENS, BREWTON"
Laurens,Buckeye,329,6,397,"LAURENS, BUCKEYE"
Laurens,Burch,69,2,249,"LAURENS, BURCH"
Laurens,Cadwell,78,2,479,"LAURENS, CADWELL"
Laurens,Calhoun Park,2447,27,849,"LAURENS, CALHOUN PARK"
Laurens,Dudley,169,1,761,"LAURENS, DUDLEY"
Laurens,FBC-FLC,1142,33,1912,"LAURENS, FBC-FLC"
Laurens,Fire Dept Sta 5,756,17,2090,"LAURENS, FIRE DEPT STA 5"
Laurens,Hampton Mill,188,8,1167,"LAURENS, HAMPTON MILL"
Laurens,Harvard,124,1,161,"LAURENS, HARVARD"
Laurens,LCFS 10 Valambrosia,547,5,883,"LAURENS, LCFS 10 VALAMBROSIA"
Laurens,Minter,44,7,632,"LAURENS, MINTER"
Laurens,Reedy Springs,104,5,583,"LAURENS, REEDY SPRINGS"
Laurens,Rural Fire Sta 17,398,13,1199,"LAURENS, RURAL FIRE STA 17"
Laurens,Smith,931,16,1040,"LAURENS, SMITH"
Laurens,W T Adams Fire Sta 18,503,12,1165,"LAURENS, W T ADAMS FIRE STA 18"
Lee,CJC,65,3,425,"LEE, CJC"
Lee,Century Fire Station,777,24,1495,"LEE, CENTURY FIRE STATION"
Lee,Chokee,160,0,189,"LEE, CHOKEE"
Lee,First Baptist,941,26,2152,"LEE, FIRST BAPTIST"
Lee,Flint Reformed Baptist,461,19,1308,"LEE, FLINT REFORMED BAPTIST"
Lee,Friendship Baptist,177,9,808,"LEE, FRIENDSHIP BAPTIST"
Lee,Leesburg,674,24,1558,"LEE, LEESBURG"
Lee,Redbone,725,28,2749,"LEE, REDBONE"
Lee,SDA Church,308,14,916,"LEE, SDA CHURCH"
Lee,Smithville,270,2,407,"LEE, SMITHVILLE"
Liberty,Button Gwinnett,317,21,221,"LIBERTY, BUTTON GWINNETT"
Liberty,Fleming East,633,24,1536,"LIBERTY, FLEMING EAST"
Liberty,Fleming West,255,5,94,"LIBERTY, FLEMING WEST"
Liberty,Gum Branch,884,22,902,"LIBERTY, GUM BRANCH"
Liberty,Hinesville,653,14,521,"LIBERTY, HINESVILLE"
Liberty,Hinesville Lodge 271,1110,32,440,"LIBERTY, HINESVILLE LODGE 271"
Liberty,Lewis Frasier School,1818,47,1034,"LIBERTY, LEWIS FRASIER SCHOOL"
Liberty,Liberty County Complex,1612,38,1388,"LIBERTY, LIBERTY COUNTY COMPLEX"
Liberty,Lyman Hall School,1820,42,612,"LIBERTY, LYMAN HALL SCHOOL"
Liberty,Memorial Dr East,830,26,219,"LIBERTY, MEMORIAL DR EAST"
Liberty,Riceboro Youth Center,629,7,161,"LIBERTY, RICEBORO YOUTH CENTER"
Liberty,Town of Allenhurst,1218,22,395,"LIBERTY, TOWN OF ALLENHURST"
Liberty,Walthourville,1320,31,436,"LIBERTY, WALTHOURVILLE"
Lincoln,Bethany Church,72,5,340,"LINCOLN, BETHANY CHURCH"
Lincoln,Faith Temple of Lincoln,128,2,232,"LINCOLN, FAITH TEMPLE OF LINCOLN"
Lincoln,Lincoln Center,262,12,859,"LINCOLN, LINCOLN CENTER"
Lincoln,Lincoln Club House,348,1,230,"LINCOLN, LINCOLN CLUB HOUSE"
Lincoln,Martins Crossroad,185,9,785,"LINCOLN, MARTINS CROSSROAD"
Lincoln,Midway,130,2,303,"LINCOLN, MIDWAY"
Lincoln,Tabernacle,310,5,430,"LINCOLN, TABERNACLE"
Long,Alma Flournoy,33,3,174,"LONG, ALMA FLOURNOY"
Long,Beards Creek,336,12,516,"LONG, BEARDS CREEK"
Long,Faith Baptist Annex,119,8,372,"LONG, FAITH BAPTIST ANNEX"
Long,North Ludowici,526,26,627,"LONG, NORTH LUDOWICI"
Long,Rye Patch/Oak Dale,601,31,1060,"LONG, RYE PATCH/OAK DALE"
Long,South Ludowici,329,9,328,"LONG, SOUTH LUDOWICI"
Long,Tibet,89,6,451,"LONG, TIBET"
Lowndes,Clyattville,806,29,2146,"LOWNDES, CLYATTVILLE"
Lowndes,Dasher,493,20,2415,"LOWNDES, DASHER"
Lowndes,Hahira Train Depot,854,42,3073,"LOWNDES, HAHIRA TRAIN DEPOT"
Lowndes,Jaycee Shack,2741,43,653,"LOWNDES, JAYCEE SHACK"
Lowndes,Mildred,1835,9,303,"LOWNDES, MILDRED"
Lowndes,Mt Calvary,1572,17,148,"LOWNDES, MT CALVARY"
Lowndes,Naylor,329,7,614,"LOWNDES, NAYLOR"
Lowndes,Northgate Assembly,376,15,526,"LOWNDES, NORTHGATE ASSEMBLY"
Lowndes,Northside,4717,150,6096,"LOWNDES, NORTHSIDE"
Lowndes,Rainwater,2395,74,4096,"LOWNDES, RAINWATER"
Lowndes,S Lowndes,624,24,2154,"LOWNDES, S LOWNDES"
Lowndes,Trinity,3270,115,3453,"LOWNDES, TRINITY"
Lowndes,VSU UC # 2,105,2,14,"LOWNDES, VSU UC # 2"
Lumpkin,Dahlonega,3126,242,12163,"LUMPKIN, DAHLONEGA"
Macon,Ideal,409,6,535,"MACON, IDEAL"
Macon,Marshallville,544,5,360,"MACON, MARSHALLVILLE"
Macon,Montezuma #4,713,6,344,"MACON, MONTEZUMA #4"
Macon,Montezuma #5,680,1,191,"MACON, MONTEZUMA #5"
Macon,Oglethorpe,511,4,353,"MACON, OGLETHORPE"
Madison,Colbert,702,33,1664,"MADISON, COLBERT"
Madison,Collins,57,6,403,"MADISON, COLLINS"
Madison,Comer,364,11,716,"MADISON, COMER"
Madison,Danielsville,354,28,1784,"MADISON, DANIELSVILLE"
Madison,Fork,130,4,273,"MADISON, FORK"
Madison,Harrison,34,7,445,"MADISON, HARRISON"
Madison,Hull,990,42,1950,"MADISON, HULL"
Madison,Ila,168,14,1001,"MADISON, ILA"
Madison,Mill,178,17,1060,"MADISON, MILL"
Madison,Paoli,27,1,191,"MADISON, PAOLI"
Madison,Pittman,292,23,1135,"MADISON, PITTMAN"
Madison,Poca,115,14,704,"MADISON, POCA"
Marion,Brantley,47,2,262,"MARION, BRANTLEY"
Marion,Buena Vista,1046,20,730,"MARION, BUENA VISTA"
Marion,Fort Perry,105,5,476,"MARION, FORT PERRY"
Marion,Pineknot,67,7,600,"MARION, PINEKNOT"
Marion,Tazewell,46,4,207,"MARION, TAZEWELL"
McDuffie,131,583,7,157,"MCDUFFIE, 131"
McDuffie,132,138,11,1025,"MCDUFFIE, 132"
McDuffie,133A,257,4,590,"MCDUFFIE, 133A"
McDuffie,133B,327,23,1058,"MCDUFFIE, 133B"
McDuffie,134,813,23,511,"MCDUFFIE, 134"
McDuffie,135,718,21,1442,"MCDUFFIE, 135"
McDuffie,136,895,10,171,"MCDUFFIE, 136"
McDuffie,137,176,10,766,"MCDUFFIE, 137"
McDuffie,139,261,9,449,"MCDUFFIE, 139"
McIntosh,Crescent,868,16,501,"MCINTOSH, CRESCENT"
McIntosh,Darien,654,11,1041,"MCINTOSH, DARIEN"
McIntosh,North Darien,528,22,943,"MCINTOSH, NORTH DARIEN"
McIntosh,Sapelo Island,32,0,10,"MCINTOSH, SAPELO ISLAND"
McIntosh,South Newport,414,19,1213,"MCINTOSH, SOUTH NEWPORT"
McIntosh,Townsend,116,0,308,"MCINTOSH, TOWNSEND"
Meriwether,Alvaton,377,6,723,"MERIWETHER, ALVATON"
Meriwether,Chalybeate,48,3,307,"MERIWETHER, CHALYBEATE"
Meriwether,Cove,11,1,151,"MERIWETHER, COVE"
Meriwether,Durand,173,2,357,"MERIWETHER, DURAND"
Meriwether,Gay,75,5,217,"MERIWETHER, GAY"
Meriwether,Gill I,422,9,761,"MERIWETHER, GILL I"
Meriwether,Gill II,519,5,146,"MERIWETHER, GILL II"
Meriwether,Greenville,667,7,676,"MERIWETHER, GREENVILLE"
Meriwether,Lone Oak,409,11,492,"MERIWETHER, LONE OAK"
Meriwether,Luthersville,687,5,1186,"MERIWETHER, LUTHERSVILLE"
Meriwether,Odessadale,93,0,138,"MERIWETHER, ODESSADALE"
Meriwether,Raleigh,68,4,311,"MERIWETHER, RALEIGH"
Meriwether,Warm Springs,279,7,546,"MERIWETHER, WARM SPRINGS"
Meriwether,Woodbury,459,1,513,"MERIWETHER, WOODBURY"
Miller,Colquitt-Miller,749,20,2066,"MILLER, COLQUITT-MILLER"
Mitchell,Baconton,331,8,400,"MITCHELL, BACONTON"
Mitchell,Branchville,82,3,385,"MITCHELL, BRANCHVILLE"
Mitchell,Camilla North,1000,2,248,"MITCHELL, CAMILLA NORTH"
Mitchell,Camilla South,1171,7,1197,"MITCHELL, CAMILLA SOUTH"
Mitchell,Cotton,28,0,288,"MITCHELL, COTTON"
Mitchell,Hinsonton,13,0,99,"MITCHELL, HINSONTON"
Mitchell,Hopeful,40,0,213,"MITCHELL, HOPEFUL"
Mitchell,Lester,166,2,704,"MITCHELL, LESTER"
Mitchell,Pebble City,21,1,107,"MITCHELL, PEBBLE CITY"
Mitchell,Pelham,1080,10,1080,"MITCHELL, PELHAM"
Mitchell,Sale City,63,0,214,"MITCHELL, SALE CITY"
Monroe,Bentons,402,18,1458,"MONROE, BENTONS"
Monroe,Brantleys,136,11,796,"MONROE, BRANTLEYS"
Monroe,Burgays,366,15,1523,"MONROE, BURGAYS"
Monroe,Cabaniss,152,6,415,"MONROE, CABANISS"
Monroe,Cox,130,3,428,"MONROE, COX"
Monroe,Culloden,113,3,214,"MONROE, CULLODEN"
Monroe,Dillards,135,9,558,"MONROE, DILLARDS"
Monroe,Evers,332,17,1274,"MONROE, EVERS"
Monroe,Forsyth,1732,31,1334,"MONROE, FORSYTH"
Monroe,High Falls,212,9,1069,"MONROE, HIGH FALLS"
Monroe,Kelseys,245,0,305,"MONROE, KELSEYS"
Monroe,Middlebrooks,168,15,810,"MONROE, MIDDLEBROOKS"
Monroe,Proctors,200,11,600,"MONROE, PROCTORS"
Monroe,Russellville,61,0,276,"MONROE, RUSSELLVILLE"
Montgomery,Ailey,95,2,244,"MONTGOMERY, AILEY"
Montgomery,Alston,48,1,325,"MONTGOMERY, ALSTON"
Montgomery,Higgston,217,9,769,"MONTGOMERY, HIGGSTON"
Montgomery,Kibbee,35,4,369,"MONTGOMERY, KIBBEE"
Montgomery,Mount Vernon,408,9,545,"MONTGOMERY, MOUNT VERNON"
Montgomery,Tarrytown,16,0,247,"MONTGOMERY, TARRYTOWN"
Montgomery,Uvalda,160,2,461,"MONTGOMERY, UVALDA"
Morgan,Beth/Springfield,137,7,553,"MORGAN, BETH/SPRINGFIELD"
Morgan,Central Morgan,628,12,1543,"MORGAN, CENTRAL MORGAN"
Morgan,Clacks Chapel,94,7,502,"MORGAN, CLACKS CHAPEL"
Morgan,East Morgan,395,25,1412,"MORGAN, EAST MORGAN"
Morgan,North Morgan,475,22,1602,"MORGAN, NORTH MORGAN"
Morgan,Northeast Morgan,1205,30,936,"MORGAN, NORTHEAST MORGAN"
Morgan,West Morgan,421,19,1682,"MORGAN, WEST MORGAN"
Murray,Carters-Doolittle,157,11,1227,"MURRAY, CARTERS-DOOLITTLE"
Murray,McDonald,238,18,1453,"MURRAY, MCDONALD"
Murray,North,164,8,1358,"MURRAY, NORTH"
Murray,Shuck Pen,341,13,1677,"MURRAY, SHUCK PEN"
Murray,Southwest,227,12,1757,"MURRAY, SOUTHWEST"
Murray,Spring Place,473,23,2068,"MURRAY, SPRING PLACE"
Murray,Town,702,59,3403,"MURRAY, TOWN"
Muscogee,Britt David,723,32,1031,"MUSCOGEE, BRITT DAVID"
Muscogee,Canaan,3286,47,664,"MUSCOGEE, CANAAN"
Muscogee,Carver/Mack,2227,21,122,"MUSCOGEE, CARVER/MACK"
Muscogee,Columbus Tech,1000,25,1118,"MUSCOGEE, COLUMBUS TECH"
Muscogee,Cornerstone,1841,79,2640,"MUSCOGEE, CORNERSTONE"
Muscogee,Cusseta Rd,2589,21,188,"MUSCOGEE, CUSSETA RD"
Muscogee,Edgewood Baptist,1365,16,641,"MUSCOGEE, EDGEWOOD BAPTIST"
Muscogee,Epworth UMC,1183,49,1320,"MUSCOGEE, EPWORTH UMC"
Muscogee,Faith Tabernacle,2567,17,227,"MUSCOGEE, FAITH TABERNACLE"
Muscogee,First African,668,20,238,"MUSCOGEE, FIRST AFRICAN"
Muscogee,Gentian/Reese,1865,46,1670,"MUSCOGEE, GENTIAN/REESE"
Muscogee,Holsey/Buena Vista,3896,39,553,"MUSCOGEE, HOLSEY/BUENA VISTA"
Muscogee,Marianna Gallops,1014,17,382,"MUSCOGEE, MARIANNA GALLOPS"
Muscogee,Moon/Morningside,1434,49,2146,"MUSCOGEE, MOON/MORNINGSIDE"
Muscogee,Mt Pilgrim,3465,30,212,"MUSCOGEE, MT PILGRIM"
Muscogee,Our Lady of Lourdes,3537,70,864,"MUSCOGEE, OUR LADY OF LOURDES"
Muscogee,Psalmond/Mathews,2692,78,2837,"MUSCOGEE, PSALMOND/MATHEWS"
Muscogee,Salvation Army,1129,22,994,"MUSCOGEE, SALVATION ARMY"
Muscogee,St Andrews/Midland,2605,68,3024,"MUSCOGEE, ST ANDREWS/MIDLAND"
Muscogee,St John/Belvedere,3124,16,230,"MUSCOGEE, ST JOHN/BELVEDERE"
Muscogee,St Mark/Heiferhorn,1676,61,3243,"MUSCOGEE, ST MARK/HEIFERHORN"
Muscogee,St Paul/Clubview,1785,66,2190,"MUSCOGEE, ST PAUL/CLUBVIEW"
Muscogee,St Peter,908,34,1346,"MUSCOGEE, ST PETER"
Muscogee,Wynnbrook,722,18,1453,"MUSCOGEE, WYNNBROOK"
Muscogee,Wynnton/Britt,2228,24,716,"MUSCOGEE, WYNNTON/BRITT"
Newton,Alcovy,1655,51,1687,"NEWTON, ALCOVY"
Newton,Almon,2705,28,763,"NEWTON, ALMON"
Newton,Beaverdam,2872,31,710,"NEWTON, BEAVERDAM"
Newton,Brewers,676,25,1845,"NEWTON, BREWERS"
Newton,Brick Store,564,29,1441,"NEWTON, BRICK STORE"
Newton,Buck Creek,1835,31,1395,"NEWTON, BUCK CREEK"
Newton,Cedar Shoals,980,21,759,"NEWTON, CEDAR SHOALS"
Newton,City Pond,642,21,398,"NEWTON, CITY POND"
Newton,Covington Mills,1085,23,946,"NEWTON, COVINGTON MILLS"
Newton,Crowell,2743,21,399,"NEWTON, CROWELL"
Newton,Downs,2374,54,1954,"NEWTON, DOWNS"
Newton,Fairview,1573,12,233,"NEWTON, FAIRVIEW"
Newton,Gum Creek,943,25,2244,"NEWTON, GUM CREEK"
Newton,Hub,340,31,1560,"NEWTON, HUB"
Newton,Leguinn,401,16,1227,"NEWTON, LEGUINN"
Newton,Livingston,2094,35,837,"NEWTON, LIVINGSTON"
Newton,Mansfield,145,11,1066,"NEWTON, MANSFIELD"
Newton,Newborn,109,13,494,"NEWTON, NEWBORN"
Newton,Oxford,586,20,1204,"NEWTON, OXFORD"
Newton,Rocky Plains,1105,30,1297,"NEWTON, ROCKY PLAINS"
Newton,Stansells,2416,23,805,"NEWTON, STANSELLS"
Newton,Town,1951,25,605,"NEWTON, TOWN"
Oconee,Antioch,280,12,874,"OCONEE, ANTIOCH"
Oconee,Bishop,517,25,1086,"OCONEE, BISHOP"
Oconee,Bogart,557,27,1299,"OCONEE, BOGART"
Oconee,City Hall,1303,75,1854,"OCONEE, CITY HALL"
Oconee,Civic Center,1338,54,2268,"OCONEE, CIVIC CENTER"
Oconee,Colham Ferry,494,21,1101,"OCONEE, COLHAM FERRY"
Oconee,Dark Corner,666,42,2309,"OCONEE, DARK CORNER"
Oconee,East Oconee,857,39,1217,"OCONEE, EAST OCONEE"
Oconee,Farmington,174,5,421,"OCONEE, FARMINGTON"
Oconee,High Shoals,483,30,1177,"OCONEE, HIGH SHOALS"
Oconee,Marswood Hall,1211,65,2217,"OCONEE, MARSWOOD HALL"
Oconee,North Oconee,282,16,772,"OCONEE, NORTH OCONEE"
Oglethorpe,Beaverdam,746,39,1835,"OGLETHORPE, BEAVERDAM"
Oglethorpe,Crawford,710,31,1467,"OGLETHORPE, CRAWFORD"
Oglethorpe,Lexington,980,32,2291,"OGLETHORPE, LEXINGTON"
Paulding,Beulahland Baptist Church,397,24,1449,"PAULDING, BEULAHLAND BAPTIST CHURCH"
Paulding,Burnt Hickory Park,905,66,4036,"PAULDING, BURNT HICKORY PARK"
Paulding,Crossroads Library,891,42,2206,"PAULDING, CROSSROADS LIBRARY"
Paulding,D Wright Innovation Ctr,1957,58,3116,"PAULDING, D WRIGHT INNOVATION CTR"
Paulding,Dobbins Middle School,2965,72,2889,"PAULDING, DOBBINS MIDDLE SCHOOL"
Paulding,Events Place,2226,40,1281,"PAULDING, EVENTS PLACE"
Paulding,Legacy Bapt Church,1223,48,1852,"PAULDING, LEGACY BAPT CHURCH"
Paulding,Mulberry Rock Park,787,36,3626,"PAULDING, MULBERRY ROCK PARK"
Paulding,Nebo Elem School,1958,121,5133,"PAULDING, NEBO ELEM SCHOOL"
Paulding,Paulding County Airport,691,57,2210,"PAULDING, PAULDING COUNTY AIRPORT"
Paulding,Paulding Sr Center,1636,72,2760,"PAULDING, PAULDING SR CENTER"
Paulding,Picketts Mill Baptist Church,651,29,1526,"PAULDING, PICKETTS MILL BAPTIST CHURCH"
Paulding,Poplar Sprgs Bapt Church,1843,34,1516,"PAULDING, POPLAR SPRGS BAPT CHURCH"
