PREC,PREC_match,county,precinct,PRES20D,PRES20L,PRES20R
"CHATHAM, 3-15C ELI WHITNEY COMPLEX","CHATHAM, 3-15 ELI WHITNEY COMPLEX",Chatham,3-15C Eli Whitney Complex,361,8,278
"CHATHAM, 4-02C FRANK MURRAY COMM CENTER","CHATHAM, 4-02 FRANK MURRAY COMM CT",Chatham,4-02C Frank Murray Comm Center,647,26,1044
"CHATHAM, 4-04C LIGHTHOUSE BAPTIST CHURCH","CHATHAM, 4-04 LIGHTHOUSE BAPTIST CH",Chatham,4-04C Lighthouse Baptist Church,608,23,1222
"CHATHAM, 4-05C ST FRANCIS EPISCOPAL CHURCH","CHATHAM, 4-05 ST FRANCIS EPISCOPAL",Chatham,4-05C St Francis Episcopal Church,601,36,1125
"CHATHAM, 4-06C FIRST BAPTIST OF THE ISLAND","CHATHAM, 4-06 FIRST BAPTIST CHURCH",Chatham,4-06C First Baptist of the Island,531,28,1226
"CHATHAM, 4-07C WILMINGTON ISLAND UMC","CHATHAM, 4-07 WILM IS UN METH CH",Chatham,4-07C Wilmington Island UMC,907,28,1568
"CHATHAM, 4-08C WILMINGTON ISLAND PRES CHURCH","CHATHAM, 4-08 WILMINGTON ISLAND PR",Chatham,4-08C Wilmington Island Pres Church,669,35,1497
"CHATHAM, 4-10C GUARD HOUSE COMM CTR","CHATHAM, 4-10 GUARD HOUSE COMM CTR",Chatham,4-10C Guard House Comm Ctr,471,17,674
"CHATHAM, 4-11C TYBEE ISLAND SCHOOL CAFE","CHATHAM, 4-11 TYBEE ISLAND SCHOOL CAFE",Chatham,4-11C Tybee Island School Cafe,489,10,772
"CHATHAM, 4-12C ST PETERS EPISCOPAL","CHATHAM, 4-12 ST PETERS EPISCOPAL",Chatham,4-12C St Peters Episcopal,618,16,1353
"CHATHAM, 4-13C SKIDAWAY ISLAND PRES CHURCH","CHATHAM, 4-13 SKID IS PRES CHURCH",Chatham,4-13C Skidaway Island Pres Church,739,19,1375
"CHATHAM, 4-14C SKIDAWAY ISLAND BAPTIST","CHATHAM, 4-14 SKIDAWAY ISLAND METHODIST CHURCH",Chatham,4-14C Skidaway Island Baptist,554,9,948
"CHATHAM, 4-15C SKIDAWAY ISLAND STATE PARK","CHATHAM, 4-15 SKIDAWAY ISLAND STATE PARK",Chatham,4-15C Skidaway Island State Park,572,11,992
"CHATHAM, 5-01C BARTLETT MIDDLE SCHOOL","CHATHAM, 5-01 BARTLETT MIDDLE SCH",Chatham,5-01C Bartlett Middle School,456,10,155
"CHATHAM, 5-02C SENIOR CITIZENS CENTER","CHATHAM, 5-02 SENIOR CITIZENS CENT",Chatham,5-02C Senior Citizens Center,350,10,51
"CHATHAM, 5-03C BUTLER PRESBYTERIAN CHURCH","CHATHAM, 5-03 BUTLER PRESBYTERIAN",Chatham,5-03C Butler Presbyterian Church,550,5,22
"CHATHAM, 5-05C LIBERTY CITY COMM CTR","CHATHAM, 5-05 LIBERTY CITY COMM CTR",Chatham,5-05C Liberty City Comm Ctr,1593,9,54
"CHATHAM, 5-06C SEED CHURCH","CHATHAM, 5-06 SEED CHURCH",Chatham,5-06C Seed Church,1054,23,197
"CHATHAM, 5-07C STATION 1",,Chatham,5-07C Station 1,791,16,261
"CHATHAM, 5-08C SAVANNAH PRIMITIVE BC","CHATHAM, 5-08 SAVANNAH PRIMITIVE",Chatham,5-08C Savannah Primitive BC,817,16,304
"CHATHAM, 5-10C TATUMVILLE COMMUNITY CENTER",,Chatham,5-10C Tatumville Community Center,1910,26,102
"CHATHAM, 5-11C LARGO-TIBET ELEMENTARY","CHATHAM, 5-11 LARGO-TIBET ELEM",Chatham,5-11C Largo-Tibet Elementary,1332,22,398
"CHATHAM, 6-01C WHITE BLUFF PRESBYTERIAN","CHATHAM, 6-01 WHITE BLUFF PRES CHR",Chatham,6-01C White Bluff Presbyterian,754,24,402
"CHATHAM, 6-02C WINDSOR FOREST BAPTIST","CHATHAM, 6-02 WINDSOR FOREST BAPTIST",Chatham,6-02C Windsor Forest Baptist,771,32,996
"CHATHAM, 6-03C CRUSADER COMM CENTER","CHATHAM, 6-03 CRUSADER COMM CTR",Chatham,6-03C Crusader Comm Center,1170,25,772
"CHATHAM, 6-05C WINDSOR HALL","CHATHAM, 6-05 WINDSOR FOREST GOLDE",Chatham,6-05C Windsor Hall,790,32,436
"CHATHAM, 6-06C THE LIGHT CHURCH","CHATHAM, 6-06 THE LIGHT",Chatham,6-06C The Light Church,474,18,442
"CHATHAM, 6-08C CHRIST MEMORIAL BAPTIST CHURCH",,Chatham,6-08C Christ Memorial Baptist Church,912,16,334
"CHATHAM, 6-09C TRINITY LUTHERAN CHURCH","CHATHAM, 6-09 TRINITY LUTHERAN CH",Chatham,6-09C Trinity Lutheran Church,1261,35,977
"CHATHAM, 6-10C STATION 3",,Chatham,6-10C Station 3,1557,60,1367
"CHATHAM, 6-11C BAMBOO FARMS","CHATHAM, 6-11 BAMBOO FARMS",Chatham,6-11C Bamboo Farms,2091,50,994
"CHATHAM, 7-01C GARDEN CITY SENIOR CTR","CHATHAM, 7-01 GARDEN CITY SENIOR CTR",Chatham,7-01C Garden City Senior Ctr,408,10,496
"CHATHAM, 7-03C PB EDWARDS GYM","CHATHAM, 7-03 P B EDWARDS GYM",Chatham,7-03C PB Edwards Gym,244,14,510
"CHATHAM, 7-04C LAKE SHORE COMM CTR","CHATHAM, 7-04 LAKE SHORE COMM CTR",Chatham,7-04C Lake Shore Comm Ctr,1464,22,441
"CHATHAM, 7-05C WOODLAWN BAPTIST CHURCH","CHATHAM, 7-05 WOODLAWN BAPT CH",Chatham,7-05C Woodlawn Baptist Church,433,9,311
"CHATHAM, 7-06C POOLER CITY HALL","CHATHAM, 7-06 POOLER CITY HALL",Chatham,7-06C Pooler City Hall,1087,38,1030
"CHATHAM, 7-07C ROTHWELL BAPTIST CHURCH","CHATHAM, 7-07 ROTHWELL BAPT CH",Chatham,7-07C Rothwell Baptist Church,1036,36,1581
"CHATHAM, 7-08C BLOOMINGDALE COMM CTR","CHATHAM, 7-08 BLOOMINGDALE COM CTR",Chatham,7-08C Bloomingdale Comm Ctr,366,19,1387
"CHATHAM, 7-09C SAVANNAH HOLY C OF G","CHATHAM, 7-09 SAVANNAH HOLY",Chatham,7-09C Savannah Holy C of G,979,26,705
"CHATHAM, 7-10C PROGRESSIVE REC CENTER","CHATHAM, 7-10 PROGRESSIVE REC CTR",Chatham,7-10C Progressive Rec Center,1652,58,900
"CHATHAM, 7-11C SEVENTH DAY ADV CHURCH","CHATHAM, 7-11 SEVENTH DAY ADV CHR",Chatham,7-11C Seventh Day Adv Church,2508,84,1464
"CHATHAM, 7-12C POOLER CHURCH","CHATHAM, 7-12 POOLER CHURCH",Chatham,7-12C Pooler Church,1369,49,933
"CHATHAM, 7-13C SOUTHSIDE FIRE TRNG CTR","CHATHAM, 7-13 SOUTHSIDE FIRE",Chatham,7-13C Southside Fire Trng Ctr,775,27,1289
"CHATHAM, 7-14C COASTAL CATHEDRAL","CHATHAM, 7-14 COASTAL CATHEDRAL",Chatham,7-14C Coastal Cathedral,3374,70,1629
"CHATHAM, 7-15C RICE CREEK SCHOOL","CHATHAM, 7-15 RICE CREEK SCHOOL",Chatham,7-15C Rice Creek School,974,30,546
"CHATHAM, 7-16C POOLER RECREATION CENTER GYMNASIUM",,Chatham,7-16C Pooler Recreation Center Gymnasium,1231,38,1437
"CHATHAM, 8-01C CIVIC CENTER","CHATHAM, 8-01 CIVIC CENTER",Chatham,8-01C Civic Center,267,6,64
"CHATHAM, 8-02C HELLENIC CENTER","CHATHAM, 8-02 HELLENIC CENTER",Chatham,8-02C Hellenic Center,827,19,172
"CHATHAM, 8-03C SILK HOPE BAPTIST CHURCH","CHATHAM, 8-03 SILK HOPE BAPT CH",Chatham,8-03C Silk Hope Baptist Church,164,5,304
"CHATHAM, 8-05C W BROAD ST YMCA","CHATHAM, 8-05 W BROAD ST YMCA",Chatham,8-05C W Broad St YMCA,639,12,36
"CHATHAM, 8-06C TOMPKINS REC CENTER","CHATHAM, 8-06 TOMPKINS REC CTR",Chatham,8-06C Tompkins Rec Center,509,7,26
"CHATHAM, 8-07C WOODVILLE-TOMPKINS TI","CHATHAM, 8-07 WOODVILLE-TOMPKINS",Chatham,8-07C Woodville-Tompkins TI,320,1,17
"CHATHAM, 8-08C RESUR OF OUR LORD CHURCH","CHATHAM, 8-08 RESUR OF OUR LORD CH",Chatham,8-08C Resur of Our Lord Church,867,7,36
"CHATHAM, 8-09C MOSES JACKSON CENTER","CHATHAM, 8-09 MOSES JACKSON CTR",Chatham,8-09C Moses Jackson Center,672,11,23
"CHATHAM, 8-10C CARVER HEIGHTS COMM CTR","CHATHAM, 8-10 CARVER HEIGHTS COMM",Chatham,8-10C Carver Heights Comm Ctr,989,7,14
"CHATHAM, 8-11C BUTLER ELEMENTARY","CHATHAM, 8-11 BUTLER ELEM SCHOOL",Chatham,8-11C Butler Elementary,938,6,17
"CHATHAM, 8-12C BEACH HIGH SCHOOL","CHATHAM, 8-12 BEACH HIGH SCHOOL",Chatham,8-12C Beach High School,526,12,114
"CHATHAM, 8-13C SAVANNAH CHRISTIAN","CHATHAM, 8-13 SAVANNAH CHRIST. SCH",Chatham,8-13C Savannah Christian,140,9,268
"CHATHAM, 8-15C GARDEN CITY REC CENTER","CHATHAM, 8-15 GARDEN CITY REC CTR",Chatham,8-15C Garden City Rec Center,745,0,78
"CHATHAM, 8-16C ROYAL CINEMAS AND IMAX",,Chatham,8-16C Royal Cinemas and IMAX,1151,36,1000
"CHATTAHOOCHEE, ACTIVITY CENTER","CHATTAHOOCHEE, CHATTAHOOCHEE ACVITITY CENTER",Chattahoochee,Activity Center,667,35,880
"CHATTOOGA, ALPINE","CHATTOOGA, ALPINE",Chattooga,Alpine,109,3,551
"CHATTOOGA, CLOUDLAND","CHATTOOGA, CLOULDLAND-TELOGA",Chattooga,Cloudland,70,3,225
"CHATTOOGA, COLDWATER","CHATTOOGA, COLDWATER",Chattooga,Coldwater,62,2,131
"CHATTOOGA, DIRTSELLER","CHATTOOGA, DIRTSELLER",Chattooga,Dirtseller,19,0,113
"CHATTOOGA, DIRTTOWN","CHATTOOGA, DIRTTOWN",Chattooga,Dirttown,114,8,598
"CHATTOOGA, HAYWOOD","CHATTOOGA, HAYWOOD",Chattooga,Haywood,15,1,100
"CHATTOOGA, LYERLY","CHATTOOGA, LYERLY",Chattooga,Lyerly,108,21,537
"CHATTOOGA, PENNVILLE","CHATTOOGA, PENNVILLE",Chattooga,Pennville,51,3,305
"CHATTOOGA, SEMINOLE","CHATTOOGA, SEMINOLE",Chattooga,Seminole,10,2,94
"CHATTOOGA, SUBLIGNA","CHATTOOGA, SUBLIGNA",Chattooga,Subligna,37,0,348
"CHATTOOGA, SUMMERVILLE","CHATTOOGA, SUMMERVILLE",Chattooga,Summerville,845,49,2643
"CHATTOOGA, TELOGA","CHATTOOGA, CLOULDLAND-TELOGA",Chattooga,Teloga,46,2,412
"CHATTOOGA, TRION","CHATTOOGA, TRION",Chattooga,Trion,368,38,2007
"CHEROKEE, AIR ACRES","CHEROKEE, AIR ACRES",Cherokee,Air Acres,943,47,1512
"CHEROKEE, ARNOLD MILL","CHEROKEE, ARNOLD MILL",Cherokee,Arnold Mill,1099,72,2796
"CHEROKEE, AVERY","CHEROKEE, AVERY",Cherokee,Avery,580,39,2302
"CHEROKEE, BALL GROUND","CHEROKEE, BALL GROUND",Cherokee,Ball Ground,489,52,2549
"CHEROKEE, BASCOMB","CHEROKEE, BASCOMB",Cherokee,Bascomb,981,57,2158
"CHEROKEE, BELLS","CHEROKEE, BELLS",Cherokee,Bells,1816,88,2262
"CHEROKEE, BOOTH","CHEROKEE, BOOTH",Cherokee,Booth,1009,57,2049
"CHEROKEE, BRADSHAW","CHEROKEE, BRADSHAW",Cherokee,Bradshaw,958,61,2674
"CHEROKEE, BRIDGEMILL","CHEROKEE, BRIDGEMILL",Cherokee,Bridgemill,1123,52,2996
"CHEROKEE, CANTON","CHEROKEE, CANTON",Cherokee,Canton,1894,70,3814
"CHEROKEE, CARMEL","CHEROKEE, CARMEL",Cherokee,Carmel,1316,52,1723
"CHEROKEE, CLAYTON","CHEROKEE, CLAYTON",Cherokee,Clayton,790,74,2864
"CHEROKEE, CONNS CREEK","CHEROKEE, CONNS CREEK",Cherokee,Conns Creek,64,6,616
"CHEROKEE, DEER RUN","CHEROKEE, DEER RUN",Cherokee,Deer Run,836,45,1488
"CHEROKEE, DIXIE","CHEROKEE, DIXIE",Cherokee,Dixie,1607,88,2313
"CHEROKEE, FREEHOME","CHEROKEE, FREEHOME",Cherokee,Freehome,1016,78,3596
"CHEROKEE, HICKORY FLAT","CHEROKEE, HICKORY FLAT",Cherokee,Hickory Flat,1813,91,4012
"CHEROKEE, HIGHTOWER","CHEROKEE, HIGHTOWER",Cherokee,Hightower,438,42,2308
"CHEROKEE, HILLSIDE","CHEROKEE, HILLSIDE",Cherokee,Hillside,735,31,1799
"CHEROKEE, HOLLY SPRINGS","CHEROKEE, HOLLY SPRINGS",Cherokee,Holly Springs,579,60,1579
"CHEROKEE, KELLOGG","CHEROKEE, KELLOGG",Cherokee,Kellogg,1268,79,2380
"CHEROKEE, LIBERTY","CHEROKEE, LIBERTY",Cherokee,Liberty,1996,128,3870
"CHEROKEE, LITTLE RIVER","CHEROKEE, LITTLE RIVER",Cherokee,Little River,2310,93,3584
"CHEROKEE, MACEDONIA","CHEROKEE, MACEDONIA",Cherokee,Macedonia,889,48,3016
"CHEROKEE, MOUNTAIN ROAD","CHEROKEE, MOUNTAIN ROAD",Cherokee,Mountain Road,653,46,1755
"CHEROKEE, NEESE","CHEROKEE, NEESE",Cherokee,Neese,2179,104,3295
"CHEROKEE, OAK GROVE","CHEROKEE, OAK GROVE",Cherokee,Oak Grove,770,43,1847
"CHEROKEE, R M MOORE","CHEROKEE, R M MOORE",Cherokee,R M Moore,332,47,2237
"CHEROKEE, R T JONES","CHEROKEE, R T JONES",Cherokee,R T Jones,513,28,1021
"CHEROKEE, ROSECREEK","CHEROKEE, ROSECREEK",Cherokee,Rosecreek,922,60,1971
"CHEROKEE, SALACOA","CHEROKEE, SALACOA",Cherokee,Salacoa,69,5,454
"CHEROKEE, SIXES","CHEROKEE, SIXES",Cherokee,Sixes,708,38,1787
"CHEROKEE, SUTALLEE","CHEROKEE, SUTALLEE",Cherokee,Sutallee,324,24,1696
"CHEROKEE, TEASLEY","CHEROKEE, TEASLEY",Cherokee,Teasley,1663,98,4326
"CHEROKEE, TOONIGH","CHEROKEE, TOONIGH",Cherokee,Toonigh,1599,85,3429
"CHEROKEE, UNION HILL","CHEROKEE, UNION HILL",Cherokee,Union Hill,712,48,2693
"CHEROKEE, UNIVETER","CHEROKEE, UNIVETER",Cherokee,Univeter,863,58,3167
"CHEROKEE, VICTORIA","CHEROKEE, VICTORIA",Cherokee,Victoria,599,44,1677
"CHEROKEE, WALESKA","CHEROKEE, WALESKA",Cherokee,Waleska,524,20,1709
"CHEROKEE, WILDCAT","CHEROKEE, WILDCAT",Cherokee,Wildcat,613,40,1756
"CHEROKEE, WOODLANDS","CHEROKEE, WOODLANDS",Cherokee,Woodlands,1078,53,1553
"CHEROKEE, WOODSTOCK","CHEROKEE, WOODSTOCK",Cherokee,Woodstock,2124,98,2954
"CLARKE, 1A","CLARKE, 1A W'VILLE TRAIN DEPOT",Clarke,1A,1202,28,714
"CLARKE, 1B","CLARKE, 1B E. ATHENS BAPTIST",Clarke,1B,1689,38,807
"CLARKE, 1C","CLARKE, 1C BARNETT SHLS SCHOOL",Clarke,1C,1244,32,561
"CLARKE, 1D","CLARKE, 1D WHIT DAVIS SCHOOL",Clarke,1D,1464,33,811
"CLARKE, 2A","CLARKE, 2A JUDIA J. HARRIS SCH",Clarke,2A,1864,31,460
"CLARKE, 2B","CLARKE, 2B HOWARD STROUD SCHOOL",Clarke,2B,2334,36,327
"CLARKE, 3A","CLARKE, 3A CLARKE CENTRAL HIGH",Clarke,3A,1309,23,178
"CLARKE, 3B","CLARKE, 3B THOMAS N. LAY PARK",Clarke,3B,1842,36,430
"CLARKE, 4A","CLARKE, 4A ATHENS TRANSIT CTR",Clarke,4A,967,29,319
"CLARKE, 4B","CLARKE, 4B MEMORIAL PARK",Clarke,4B,1972,60,735
"CLARKE, 5A","CLARKE, 5A OGLETHORPE SCHOOL",Clarke,5A,1654,33,665
"CLARKE, 5B","CLARKE, 5B WHITEHEAD RD SCHOOL",Clarke,5B,1538,25,600
"CLARKE, 5C","CLARKE, 5C CHASE STREET SCHOOL",Clarke,5C,1422,19,157
"CLARKE, 5D","CLARKE, 5D ACC FLEET MGT BLDG",Clarke,5D,1427,36,430
"CLARKE, 6A","CLARKE, 6A CLEVELAND RD SCHOOL",Clarke,6A,1453,40,1211
"CLARKE, 6B","CLARKE, 6B GEORGIA SQUARE MALL",Clarke,6B,1760,47,921
"CLARKE, 6C","CLARKE, 6C TIMOTHY RD ELEM SCHL",Clarke,6C,1367,43,882
"CLARKE, 6D","CLARKE, 6D FIRESTATION #4",Clarke,6D,979,19,311
"CLARKE, 7A","CLARKE, 7A TIMOTHY BPTST CHURCH",Clarke,7A,1374,29,782
"CLARKE, 7B","CLARKE, 7B ATHENS REGIONAL LIBRARY",Clarke,7B,1397,47,773
"CLARKE, 7C","CLARKE, 7C FIRESTATION #3",Clarke,7C,1344,42,665
"CLARKE, 8A","CLARKE, 8A GAINES SCHOOL",Clarke,8A,1543,43,601
"CLARKE, 8B","CLARKE, 8B CEDAR SHLS HIGH SCH",Clarke,8B,1098,20,431
"CLARKE, 8C","CLARKE, 8C FIRESTATION #7",Clarke,8C,1805,50,675
"CLAY, BLUFFTON","CLAY, BLUFFTON",Clay,Bluffton,91,4,173
"CLAY, COURT HOUSE","CLAY, COURTHOUSE",Clay,Court House,199,0,53
"CLAY, DAYS CROSS ROAD","CLAY, DAY'S CROSS ROADS",Clay,Days Cross Road,150,0,200
"CLAY, OLD HEAD START","CLAY, OLD HEAD START",Clay,Old Head Start,179,1,130
"CLAY, ZETTO","CLAY, ZETTO",Clay,Zetto,171,2,81
"CLAYTON, ELLENWOOD 1","CLAYTON, ELLENWOOD",Clayton,Ellenwood 1,2038,14,120
"CLAYTON, ELLENWOOD 2","CLAYTON, ELLENWOOD",Clayton,Ellenwood 2,2135,21,168
"CLAYTON, FOREST PARK 1","CLAYTON, FOREST PARK 1",Clayton,Forest Park 1,1227,24,314
"CLAYTON, FOREST PARK 2","CLAYTON, FOREST PARK 2",Clayton,Forest Park 2,1195,18,271
"CLAYTON, FOREST PARK 3","CLAYTON, FOREST PARK 3",Clayton,Forest Park 3,1069,14,275
"CLAYTON, FOREST PARK 4","CLAYTON, FOREST PARK 4",Clayton,Forest Park 4,655,16,347
"CLAYTON, FOREST PARK 5","CLAYTON, FOREST PARK 5",Clayton,Forest Park 5,1507,13,383
"CLAYTON, FOREST PARK 6","CLAYTON, FOREST PARK 6",Clayton,Forest Park 6,519,9,303
"CLAYTON, JONESBORO 1","CLAYTON, JONESBORO 1",Clayton,Jonesboro 1,1793,24,169
"CLAYTON, JONESBORO 10","CLAYTON, JONESBORO 10",Clayton,Jonesboro 10,1397,24,209
"CLAYTON, JONESBORO 11","CLAYTON, JONESBORO 11",Clayton,Jonesboro 11,2059,21,524
"CLAYTON, JONESBORO 12","CLAYTON, JONESBORO 12",Clayton,Jonesboro 12,1575,14,142
"CLAYTON, JONESBORO 13","CLAYTON, JONESBORO 13",Clayton,Jonesboro 13,1219,9,216
"CLAYTON, JONESBORO 14","CLAYTON, JONESBORO 14",Clayton,Jonesboro 14,2149,29,829
"CLAYTON, JONESBORO 15","CLAYTON, JONESBORO 15",Clayton,Jonesboro 15,1154,16,144
"CLAYTON, JONESBORO 16","CLAYTON, JONESBORO 16",Clayton,Jonesboro 16,1133,21,203
"CLAYTON, JONESBORO 17","CLAYTON, JONESBORO 17",Clayton,Jonesboro 17,1560,14,150
"CLAYTON, JONESBORO 18","CLAYTON, JONESBORO 18",Clayton,Jonesboro 18,1621,12,253
"CLAYTON, JONESBORO 19",,Clayton,Jonesboro 19,1678,23,181
"CLAYTON, JONESBORO 2","CLAYTON, JONESBORO 2",Clayton,Jonesboro 2,2385,25,155
"CLAYTON, JONESBORO 3","CLAYTON, JONESBORO 3",Clayton,Jonesboro 3,2178,16,460
"CLAYTON, JONESBORO 4","CLAYTON, JONESBORO 4",Clayton,Jonesboro 4,974,15,208
"CLAYTON, JONESBORO 5","CLAYTON, JONESBORO 5",Clayton,Jonesboro 5,1023,13,306
"CLAYTON, JONESBORO 6","CLAYTON, JONESBORO 6",Clayton,Jonesboro 6,1101,23,874
"CLAYTON, JONESBORO 7","CLAYTON, JONESBORO 7",Clayton,Jonesboro 7,1618,17,379
"CLAYTON, JONESBORO 8","CLAYTON, JONESBORO 8",Clayton,Jonesboro 8,1761,14,178
"CLAYTON, JONESBORO 9","CLAYTON, JONESBORO 9",Clayton,Jonesboro 9,622,12,154
"CLAYTON, LAKE CITY","CLAYTON, LAKE CITY",Clayton,Lake City,1443,13,248
"CLAYTON, LOVEJOY 1","CLAYTON, LOVEJOY 1",Clayton,Lovejoy 1,2249,24,352
"CLAYTON, LOVEJOY 2","CLAYTON, LOVEJOY 2",Clayton,Lovejoy 2,1771,19,266
"CLAYTON, LOVEJOY 3","CLAYTON, LOVEJOY 3",Clayton,Lovejoy 3,1064,9,196
"CLAYTON, LOVEJOY 4","CLAYTON, LOVEJOY 4",Clayton,Lovejoy 4,2429,28,253
"CLAYTON, LOVEJOY 5","CLAYTON, LOVEJOY 5",Clayton,Lovejoy 5,1800,11,179
"CLAYTON, LOVEJOY 6",,Clayton,Lovejoy 6,2087,18,249
"CLAYTON, LOVEJOY 7",,Clayton,Lovejoy 7,1201,11,255
"CLAYTON, MORROW 1","CLAYTON, MORROW 1",Clayton,Morrow 1,1478,17,202
"CLAYTON, MORROW 10",,Clayton,Morrow 10,1183,12,247
"CLAYTON, MORROW 11",,Clayton,Morrow 11,1179,11,167
"CLAYTON, MORROW 2","CLAYTON, MORROW 2",Clayton,Morrow 2,789,10,468
"CLAYTON, MORROW 3","CLAYTON, MORROW 3",Clayton,Morrow 3,1064,15,390
"CLAYTON, MORROW 4","CLAYTON, MORROW 4",Clayton,Morrow 4,892,14,260
"CLAYTON, MORROW 5","CLAYTON, MORROW 5",Clayton,Morrow 5,1906,23,241
"CLAYTON, MORROW 6","CLAYTON, MORROW 6",Clayton,Morrow 6,1597,15,335
"CLAYTON, MORROW 7","CLAYTON, MORROW 7",Clayton,Morrow 7,928,16,218
"CLAYTON, MORROW 8","CLAYTON, MORROW 8",Clayton,Morrow 8,1888,24,173
"CLAYTON, MORROW 9","CLAYTON, MORROW 9",Clayton,Morrow 9,718,13,139
"CLAYTON, OAK 1","CLAYTON, OAK 1",Clayton,Oak 1,1332,14,76
"CLAYTON, OAK 2","CLAYTON, OAK 2",Clayton,Oak 2,885,9,78
"CLAYTON, OAK 3","CLAYTON, OAK 3",Clayton,Oak 3,1364,12,65
"CLAYTON, OAK 4","CLAYTON, OAK 4",Clayton,Oak 4,2031,16,137
"CLAYTON, OAK 5",,Clayton,Oak 5,657,5,53
"CLAYTON, PANHANDLE 1","CLAYTON, PANHANDLE 1",Clayton,Panhandle 1,1817,17,228
"CLAYTON, PANHANDLE 2","CLAYTON, PANHANDLE 2",Clayton,Panhandle 2,1852,19,490
"CLAYTON, RIVERDALE 1","CLAYTON, RIVERDALE 1",Clayton,Riverdale 1,1440,9,124
"CLAYTON, RIVERDALE 10","CLAYTON, RIVERDALE 10",Clayton,Riverdale 10,1321,14,59
"CLAYTON, RIVERDALE 11","CLAYTON, RIVERDALE 11",Clayton,Riverdale 11,1101,10,71
"CLAYTON, RIVERDALE 12","CLAYTON, RIVERDALE 12",Clayton,Riverdale 12,1694,21,175
"CLAYTON, RIVERDALE 2","CLAYTON, RIVERDALE 2",Clayton,Riverdale 2,1772,20,124
"CLAYTON, RIVERDALE 3","CLAYTON, RIVERDALE 3",Clayton,Riverdale 3,2033,19,145
"CLAYTON, RIVERDALE 4","CLAYTON, RIVERDALE 4",Clayton,Riverdale 4,2058,22,225
"CLAYTON, RIVERDALE 5","CLAYTON, RIVERDALE 5",Clayton,Riverdale 5,1552,16,163
"CLAYTON, RIVERDALE 6","CLAYTON, RIVERDALE 6",Clayton,Riverdale 6,1357,22,235
"CLAYTON, RIVERDALE 7","CLAYTON, RIVERDALE 7",Clayton,Riverdale 7,1122,17,213
"CLAYTON, RIVERDALE 8","CLAYTON, RIVERDALE 8",Clayton,Riverdale 8,1722,12,205
"CLAYTON, RIVERDALE 9","CLAYTON, RIVERDALE 9",Clayton,Riverdale 9,1355,7,194
"CLINCH, ARABIA","CLINCH, ARABIA",Clinch,Arabia,12,1,68
"CLINCH, ARGYLE","CLINCH, ARGYLE",Clinch,Argyle,39,0,220
"CLINCH, DUPONT","CLINCH, DUPONT",Clinch,Dupont,54,0,184
"CLINCH, FARGO","CLINCH, FARGO",Clinch,Fargo,22,1,169
"CLINCH, HOMERVILLE","CLINCH, HOMERVILLE",Clinch,Homerville,620,10,1464
"COBB, ACWORTH 1A","COBB, ACWORTH 1A",Cobb,Acworth 1A,2037,48,1919
"COBB, ACWORTH 1B","COBB, ACWORTH 1B",Cobb,Acworth 1B,1682,55,1941
"COBB, ACWORTH 1C","COBB, ACWORTH 1C",Cobb,Acworth 1C,2249,59,1183
"COBB, ADDISON 01","COBB, ADDISON 01",Cobb,Addison 01,990,36,930
"COBB, AUSTELL 1A","COBB, AUSTELL 1A",Cobb,Austell 1A,2683,17,638
"COBB, BAKER 01","COBB, BAKER 01",Cobb,Baker 01,1984,65,1319
"COBB, BELLS FERRY 02","COBB, BELLS FERRY 02",Cobb,Bells Ferry 02,1127,51,1127
"COBB, BELLS FERRY 03","COBB, BELLS FERRY 03",Cobb,Bells Ferry 03,871,42,768
"COBB, BELLS FERRY 04","COBB, BELLS FERRY 03",Cobb,Bells Ferry 04,1180,67,1446
"COBB, BIG SHANTY 01","COBB, BIG SHANTY 01",Cobb,Big Shanty 01,747,30,827
"COBB, BIG SHANTY 02","COBB, BIG SHANTY 02",Cobb,Big Shanty 02,1229,38,1231
"COBB, BIRNEY 01","COBB, BIRNEY 01",Cobb,Birney 01,1152,28,641
"COBB, BIRNEY 02","COBB, BIRNEY 02",Cobb,Birney 02,1970,27,929
"COBB, BLACKWELL 01","COBB, BLACKWELL 01",Cobb,Blackwell 01,1113,42,908
"COBB, BRYANT 01","COBB, BRYANT 01",Cobb,Bryant 01,1377,10,101
"COBB, BRYANT 02","COBB, BRYANT 02",Cobb,Bryant 02,2816,31,244
"COBB, CHALKER 01","COBB, CHALKER 01",Cobb,Chalker 01,2467,67,1349
"COBB, CHATTAHOOCHEE 01","COBB, CHATTAHOOCHEE 01",Cobb,Chattahoochee 01,2860,77,986
"COBB, CHEATHAM HILL 02","COBB, CHEATHAM HILL 02",Cobb,Cheatham Hill 02,1062,45,1408
"COBB, CHEATHAM HILL 03","COBB, CHEATHAM HILL 03",Cobb,Cheatham Hill 03,1645,50,1599
"COBB, CHESTNUT RIDGE 01","COBB, CHESTNUT RIDGE 01",Cobb,Chestnut Ridge 01,1215,40,1446
"COBB, CLARKDALE 01","COBB, CLARKDALE 01",Cobb,Clarkdale 01,764,16,478
"COBB, CLARKDALE 02","COBB, CLARKDALE 02",Cobb,Clarkdale 02,2596,41,1030
"COBB, COOPER 01","COBB, COOPER 01",Cobb,Cooper 01,2611,28,694
"COBB, DAVIS 01","COBB, DAVIS 01",Cobb,Davis 01,807,40,857
"COBB, DICKERSON 01","COBB, DICKERSON 01",Cobb,Dickerson 01,1149,34,1209
